Fuel_Type,Body_Type,Transmission,Number_of_Owners,Car_Model,Price,Registration_Year,Seats,Kms_Driven,mileage(kmpl),max_power(bhp),Power Steering,Air Conditioner,Heater,Centeral Locking,Child Safety Locks,Anti Theft Device
0,0,0,2,49,317000.0,2012,5,67091,19.4,86.8,1,1,1,1,1,1
1,1,0,2,59,1758500.0,2017,7,120000,13.5,157.7,1,1,1,1,1,1
0,0,0,1,8,522000.0,2017,5,90142,18.9,81.86,1,1,1,1,1,1
0,0,0,1,11,500000.0,2015,5,150000,18.6,81.83,1,1,1,1,1,1
0,0,0,1,100,627000.0,2018,5,33256,19.0,94.68,1,1,1,1,1,1
0,0,1,1,24,687000.0,2018,5,70027,21.4,83.1,1,1,1,1,1,1
1,2,0,3,180,204999.99999999997,2007,5,120000,13.6,142.0,1,1,1,1,1,0
0,0,0,2,42,525000.0,2015,5,60000,16.2,74.0,1,1,1,1,1,1
1,0,0,1,14,620000.0,2017,5,73686,25.2,74.0,1,1,1,1,1,1
1,1,0,2,122,825000.0,2018,7,44000,18.49,100.0,1,1,1,1,1,1
0,0,0,1,14,530000.0,2016,5,75581,21.21,81.8,1,1,1,1,1,1
1,1,1,1,109,1758500.0,2016,5,58000,15.26,203.2,1,1,1,1,1,1
1,2,1,2,82,1758500.0,2015,5,50000,20.38,143.0,1,1,1,1,1,1
1,2,0,1,7,650000.0,2017,5,108902,28.09,88.5,1,1,1,1,1,1
1,2,0,1,117,570000.0,2016,5,100425,21.66,108.62,1,1,1,1,1,1
0,2,0,2,3,458000.0,2016,5,70887,19.1,82.0,1,1,1,1,1,1
0,2,0,2,13,577000.0,2016,5,114981,17.8,117.3,1,1,1,1,1,1
0,1,0,1,77,900000.0,2018,5,45000,17.5,88.7,1,1,1,1,1,1
0,0,0,1,128,649000.0,2021,5,45416,20.7,81.86,1,1,1,1,1,0
0,0,0,1,11,549000.0,2016,5,119468,18.6,81.83,1,1,1,1,1,1
0,2,1,1,57,1758500.0,2017,5,19000,15.34,252.0,1,1,1,1,1,1
0,0,0,2,8,455999.99999999994,2016,5,64906,18.9,82.0,1,1,1,1,1,1
0,0,0,2,24,501999.99999999994,2016,5,81484,21.4,83.1,1,1,1,1,1,1
0,2,0,1,84,685000.0,2018,5,45067,21.21,81.8,1,1,1,0,1,0
0,0,0,1,9,580000.0,2016,5,65768,18.7,88.7,1,1,1,1,1,1
0,0,0,2,9,530000.0,2016,5,61000,18.7,88.7,1,1,1,1,1,1
1,2,1,3,170,1700000.0,2009,5,50000,13.0,210.0,1,1,1,1,1,0
1,2,1,1,22,1758500.0,2018,5,23000,18.12,190.0,1,1,1,1,1,1
1,2,1,1,178,1758500.0,2019,5,17000,16.46,258.0,1,1,1,1,1,1
0,0,1,1,0,420000.0,2017,5,102958,23.1,67.04,1,1,1,1,1,1
1,2,0,1,124,775000.0,2013,5,62900,21.43,87.2,1,1,1,1,0,0
0,0,0,2,19,395000.0,2015,5,65076,20.51,67.04,1,1,1,1,1,1
0,0,0,1,24,533000.0,2017,5,75876,21.4,83.1,1,1,1,1,1,1
0,0,0,1,11,547000.0,2015,5,98911,18.6,81.83,1,1,1,1,1,1
0,0,0,1,0,395000.0,2015,5,45000,23.1,67.04,1,1,1,1,1,1
1,2,1,1,64,908000.0,2017,5,76089,19.08,126.2,1,1,1,1,1,1
0,0,0,2,8,521000.0,2017,5,54505,18.9,81.86,1,1,1,1,1,1
1,2,1,1,82,1758500.0,2020,5,24000,20.38,143.0,1,1,1,1,1,1
1,1,1,1,30,1625000.0,2019,5,30000,0.0,0.0,1,1,1,1,1,0
0,0,0,2,8,528000.0,2016,5,63720,18.9,82.0,1,1,1,1,1,1
0,0,0,1,27,434999.99999999994,2021,5,14411,22.05,47.33,1,1,1,1,1,0
0,1,1,1,118,1490000.0,2022,5,11000,18.41,113.98,1,1,1,1,1,0
0,1,1,1,83,1758500.0,2022,5,21000,18.86,147.51,1,1,1,1,1,0
0,1,0,1,77,625000.0,2017,5,34392,17.5,88.7,1,1,1,1,1,1
0,0,0,1,128,690000.0,2022,5,20000,20.7,81.86,1,1,1,1,1,0
0,1,0,1,112,1350000.0,2022,5,10000,18.2,118.36,1,1,1,1,1,0
0,0,1,1,105,790000.0,2019,5,47000,19.56,81.8,1,1,1,1,1,1
0,0,0,2,50,270000.0,2014,5,60333,23.95,67.05,1,1,1,1,1,1
1,0,0,1,8,365000.0,2014,5,81058,24.0,73.97,1,1,1,1,1,1
0,2,0,2,181,425000.0,2010,5,51800,13.5,130.0,1,1,1,1,1,0
0,0,0,2,8,528000.0,2016,5,32797,18.9,82.0,1,1,1,1,1,1
0,0,0,1,8,511000.00000000006,2016,5,69731,18.9,82.0,1,1,1,1,1,1
0,2,0,2,13,625000.0,2016,5,54000,17.8,117.3,1,1,1,1,1,1
0,0,0,2,148,327000.0,2016,5,110267,19.49,67.04,1,1,1,1,1,1
0,1,0,1,43,505000.0,2018,6,31767,18.15,82.0,1,1,1,1,1,1
0,1,0,2,77,640000.0,2018,5,45677,17.5,88.7,1,1,1,1,1,1
0,0,0,1,0,449000.0,2017,5,66656,25.24,65.71,1,1,1,1,1,0
1,2,0,1,155,725000.0,2019,5,27000,24.7,98.63,1,1,1,1,1,0
0,0,0,1,34,495000.0,2021,5,37004,21.74,67.0,1,1,1,1,1,1
0,0,0,2,45,271000.0,2011,5,85274,20.36,78.9,1,1,1,1,0,0
1,1,0,2,37,940000.0,2017,5,60000,19.67,126.2,1,1,1,1,1,1
0,2,0,1,13,799000.0,2017,5,42000,17.4,117.6,1,1,1,1,1,0
1,2,1,1,17,1758500.0,2017,5,25000,16.1,191.7,1,1,1,1,1,1
1,1,0,1,38,1758500.0,2022,5,20000,16.35,167.67,1,1,1,1,1,0
0,1,1,1,63,1758500.0,2022,5,20000,0.0,0.0,1,1,1,1,1,0
0,1,1,1,63,1758500.0,2022,5,20000,0.0,0.0,1,1,1,1,1,0
1,1,0,2,37,1445000.0,2020,5,55037,0.0,0.0,1,1,1,1,1,0
0,0,0,1,16,451000.0,2019,5,65607,20.3,68.0,1,1,1,1,1,1
0,0,0,1,11,631000.0,2016,5,74777,18.6,81.83,1,1,1,1,1,1
1,2,0,1,36,500000.0,2015,5,90210,21.14,103.6,1,1,1,1,1,1
1,2,0,1,135,459999.99999999994,2015,5,80000,22.95,74.0,1,1,1,0,1,1
0,0,1,2,0,513999.99999999994,2018,5,25219,26.0,65.71,1,1,1,1,1,0
1,0,0,3,14,508000.0,2015,5,64409,25.2,74.0,1,1,1,1,1,1
1,1,0,1,12,865000.0,2018,5,52000,21.5,108.5,1,1,1,1,1,1
0,2,1,2,7,855000.0000000001,2019,5,30000,20.28,103.25,1,1,1,1,1,1
0,2,1,1,13,509999.99999999994,2012,5,71423,16.8,0.0,1,1,1,1,1,0
1,2,1,1,17,1758500.0,2020,5,30000,16.1,191.7,1,1,1,1,1,1
0,0,0,1,19,350000.0,2013,5,75498,18.9,67.1,1,1,1,1,1,0
0,2,0,1,13,630000.0,2017,5,95963,17.8,117.3,1,1,1,1,1,1
0,0,0,1,19,409999.99999999994,2015,5,46613,20.51,67.04,1,1,1,1,1,1
0,2,0,1,155,466000.0,2015,5,18722,18.0,86.7,1,1,1,1,1,1
0,1,1,1,30,1758500.0,2023,5,5593,16.5,138.08,1,1,1,1,1,0
0,0,0,1,0,503000.0,2021,5,20875,25.24,65.71,1,1,1,1,1,0
0,0,0,2,34,309000.0,2018,5,46436,25.17,53.3,1,1,1,0,1,1
0,2,1,1,13,640000.0,2016,5,127672,18.0,117.3,1,1,1,1,1,1
0,1,0,1,81,841000.0,2021,5,12814,17.52,81.86,1,1,1,1,1,1
1,1,0,1,32,1758500.0,2022,7,26000,16.14,167.67,1,1,1,1,1,0
0,0,0,1,45,288000.0,2011,5,45851,20.36,78.9,1,1,1,1,0,0
0,1,0,1,81,940000.0,2021,5,36349,18.0,118.35,1,1,1,1,1,1
0,0,1,1,42,844999.9999999999,2018,5,35000,17.21,103.5,1,1,1,1,1,1
1,1,1,1,32,1758500.0,2021,7,17059,14.08,167.67,1,1,1,1,1,0
1,1,1,1,61,1758500.0,2019,5,37000,13.38,261.5,1,1,1,1,1,1
0,0,0,2,19,400000.0,2016,5,48163,20.51,67.04,1,1,1,1,1,1
0,2,0,3,84,425000.0,2013,5,40000,19.1,85.8,1,1,1,1,1,1
1,2,0,2,157,200000.0,2008,5,150000,17.0,70.0,0,1,1,0,1,0
0,0,0,1,42,750000.0,2020,5,20000,17.74,75.1,1,1,1,1,1,1
1,1,1,1,37,1689999.9999999998,2020,5,47000,17.6,126.2,1,1,1,1,1,1
0,0,0,1,45,310000.0,2013,5,112711,20.36,78.9,1,1,1,1,0,0
1,1,1,1,23,1758500.0,2020,7,53000,15.04,174.5,1,1,1,1,1,1
0,0,1,2,0,437000.0,2016,5,65895,26.68,65.71,1,1,1,1,1,0
0,1,1,1,47,1026000.0,2022,5,15625,17.0,108.6,1,1,1,1,1,1
1,0,0,1,14,560000.0,2015,5,107595,25.2,74.0,1,1,1,1,1,1
0,0,0,1,60,532000.0,2017,5,23838,20.89,81.8,1,1,1,1,1,1
0,0,0,1,50,323000.0,2015,5,28975,24.39,65.71,1,1,1,1,1,0
0,1,0,1,77,770000.0,2018,5,30742,17.5,88.7,1,1,1,1,1,1
0,0,0,1,96,492000.0,2022,5,10363,21.7,65.71,1,1,1,1,1,0
0,2,0,1,13,633000.0,2017,5,75555,17.8,117.3,1,1,1,1,1,1
0,1,0,2,37,982000.0,2018,5,60929,15.8,121.3,1,1,1,1,1,1
1,1,1,2,61,1350000.0,2009,5,78000,11.7,245.0,1,1,1,1,1,0
1,2,0,1,155,370000.0,2014,5,143185,25.8,98.6,1,1,1,1,1,1
0,2,0,1,7,620000.0,2017,5,115434,20.73,91.1,1,1,1,1,1,1
0,0,0,1,60,480000.0,2018,5,43000,20.89,81.8,1,1,1,1,1,0
0,0,0,1,49,430000.0,2016,5,63309,18.5,86.8,1,1,1,1,1,1
1,0,0,1,14,500000.0,2015,5,150000,25.2,74.0,1,1,1,1,1,1
1,2,1,1,178,1758500.0,2019,5,53000,16.46,258.0,1,1,1,1,1,1
0,0,0,1,24,790000.0,2019,5,39386,21.01,81.8,1,1,1,1,1,1
1,2,1,1,70,1758500.0,2018,4,42000,17.09,261.4,1,1,1,1,1,1
0,0,1,1,24,702000.0,2017,5,61829,21.4,83.1,1,1,1,1,1,1
0,0,0,1,50,290000.0,2014,5,83901,23.95,67.05,1,1,1,1,1,1
0,0,0,1,0,383000.0,2014,5,33295,25.24,65.71,1,1,1,1,1,0
0,0,0,1,0,411000.00000000006,2016,5,33610,25.24,65.71,1,1,1,1,1,0
1,2,0,1,7,615000.0,2014,5,95600,26.21,88.5,1,1,1,1,1,1
0,0,0,1,2,515000.00000000006,2019,5,20960,23.84,84.0,1,1,1,1,1,1
1,2,1,1,57,1758500.0,2016,5,66000,20.37,187.74,1,1,1,1,1,1
0,0,0,2,11,507000.0,2015,5,85105,18.6,81.83,1,1,1,1,1,1
0,0,0,2,52,322000.0,2016,5,44519,21.1,55.2,1,1,1,1,1,1
0,0,0,1,24,575000.0,2017,5,54024,21.4,83.1,1,1,1,1,1,1
0,0,0,1,24,850000.0,2020,5,20027,21.01,81.8,1,1,1,1,1,1
1,2,1,1,26,1758500.0,2019,5,44000,18.53,187.74,1,1,1,1,1,1
1,1,1,1,101,1758500.0,2014,5,58000,15.73,174.33,1,1,1,1,1,1
1,2,0,1,155,425000.0,2013,5,67905,25.8,98.6,1,1,1,1,1,1
0,0,0,1,24,650000.0,2017,5,62604,21.01,81.8,1,1,1,1,1,1
1,3,0,1,69,750000.0,2009,7,120000,12.8,102.0,1,1,1,1,0,0
1,2,0,1,155,450000.0,2014,5,105781,25.8,98.6,1,1,1,1,1,1
0,2,0,1,7,720000.0,2017,5,68724,20.73,91.1,1,1,1,1,1,1
0,0,1,1,0,425000.0,2014,5,67000,23.1,67.04,1,1,1,1,1,1
0,0,0,2,45,235000.0,2010,5,110273,20.36,78.9,1,1,1,1,0,0
0,0,1,2,0,437000.0,2016,5,65628,23.1,67.04,1,1,1,1,1,1
0,0,0,1,42,409999.99999999994,2014,5,106075,16.47,74.0,1,1,1,1,1,1
0,0,0,1,60,731000.0,2022,5,6023,20.89,81.8,1,1,1,1,1,0
0,0,0,2,2,501999.99999999994,2018,5,38999,23.84,84.0,1,1,1,1,1,1
1,3,0,1,116,1758500.0,2018,7,105000,13.68,147.51,1,1,1,1,1,1
1,1,1,1,32,1758500.0,2022,7,7811,14.08,167.67,1,1,1,1,1,0
0,0,0,2,50,222000.00000000003,2011,5,58747,20.92,67.1,1,1,1,1,0,0
1,1,0,1,38,1497000.0,2019,5,34965,17.0,138.1,1,1,1,1,1,1
1,1,0,2,1,529000.0,2015,5,106360,22.7,89.84,1,1,1,1,1,1
0,0,0,2,41,210000.0,2010,5,162049,18.5,85.8,1,1,1,1,1,1
1,1,1,1,110,1758500.0,2020,5,30000,0.0,0.0,1,1,1,1,1,1
0,1,0,1,160,975000.0,2021,5,26000,17.03,103.26,1,1,1,1,1,1
0,1,1,1,30,1450000.0,2020,5,25000,0.0,0.0,1,1,1,1,1,0
1,1,1,1,65,1758500.0,2021,5,35000,0.0,0.0,1,1,1,1,1,1
0,0,0,1,14,595000.0,2020,5,57000,21.21,81.8,1,1,1,0,1,1
0,1,0,1,37,767000.0,2017,5,49000,15.29,121.3,1,1,1,1,1,1
0,0,0,1,11,825000.0,2022,5,30000,21.0,81.8,1,1,1,1,1,1
0,0,1,1,9,558000.0,2015,5,53250,19.0,88.7,1,1,1,1,1,1
0,0,0,1,2,649000.0,2022,5,8848,19.01,84.82,1,1,1,1,0,0
1,1,1,1,38,1758500.0,2022,5,3000,14.6,167.67,1,1,1,1,1,0
0,2,0,1,36,1110000.0,2021,5,34628,18.97,108.62,1,1,1,1,1,0
0,0,0,1,60,672000.0,2022,5,8579,20.89,81.8,1,1,1,1,1,0
0,2,0,1,13,795000.0,2017,5,40021,17.8,117.3,1,1,1,1,1,1
0,0,0,2,11,587000.0,2017,5,46946,18.6,81.83,1,1,1,1,1,1
0,0,1,1,9,807000.0,2019,5,30772,18.2,88.7,1,1,1,1,1,1
1,0,0,1,102,260000.0,2012,5,74008,20.0,68.0,1,1,1,1,0,0
1,2,0,1,84,760000.0,2017,5,31000,28.4,74.02,1,1,1,1,1,1
1,1,0,1,175,1070000.0,2022,7,20000,16.0,74.96,1,1,1,1,0,0
0,0,0,2,24,650000.0,2020,5,20000,21.01,81.8,1,1,1,1,1,1
0,0,1,1,96,520000.0,2020,5,31137,21.7,67.05,1,1,1,1,1,0
1,2,0,1,84,350000.0,2011,5,90000,19.3,73.9,1,1,1,1,1,0
0,1,0,1,37,875000.0,2015,5,77000,15.8,121.3,1,1,1,1,1,1
1,2,1,1,39,1758500.0,2019,5,16000,21.76,188.0,1,1,1,1,1,1
1,1,1,1,10,1450000.0,2018,7,23000,16.0,140.0,1,1,1,1,1,1
0,1,0,1,133,1725000.0,2022,4,9000,15.2,150.0,1,1,1,1,0,0
0,0,0,1,98,302000.0,2018,5,28733,22.7,53.64,1,1,1,1,1,1
1,2,1,1,64,1060000.0,2018,5,61828,22.0,126.2,1,1,1,1,1,1
1,3,0,2,69,600000.0,2007,8,150000,12.8,102.0,1,1,1,1,0,0
0,2,0,1,103,722000.0,2022,5,60431,19.28,84.82,1,1,1,1,0,0
0,0,0,1,108,463000.0,2018,5,53269,21.63,67.0,1,1,1,1,1,1
0,1,1,1,63,1758500.0,2021,5,38000,0.0,0.0,1,1,1,1,1,0
0,2,0,2,155,627000.0,2019,5,37778,19.5,88.76,1,1,1,1,1,1
0,0,0,1,24,575000.0,2017,5,54024,21.4,83.1,1,1,1,1,1,1
0,1,0,2,12,658000.0,2018,5,85941,17.0,108.5,1,1,1,1,1,1
0,0,1,1,108,476999.99999999994,2018,5,89329,21.63,67.0,1,1,1,1,1,1
0,0,0,2,2,500000.0,2019,5,40000,23.84,84.0,1,1,1,1,1,1
0,0,0,1,14,650000.0,2017,5,17000,21.21,81.8,1,1,1,1,1,1
0,0,0,1,60,455000.0,2017,5,83887,20.89,81.8,1,1,1,1,1,1
1,0,0,1,74,475000.0,2015,5,150000,21.19,88.73,1,1,1,1,1,1
1,3,1,1,116,1758500.0,2021,7,39000,12.0,148.0,1,1,1,1,1,1
0,2,1,1,64,975000.0,2018,5,23000,17.0,121.3,1,1,1,1,1,1
0,2,0,1,64,750000.0,2017,5,80000,17.0,121.3,1,1,1,1,1,1
0,0,1,1,0,484999.99999999994,2016,5,34000,23.1,67.04,1,1,1,1,1,1
0,0,0,1,0,459999.99999999994,2017,5,29973,23.1,67.04,1,1,1,1,1,1
1,0,0,2,74,567000.0,2016,5,80805,21.19,88.73,1,1,1,1,1,1
0,0,0,1,2,619000.0,2020,5,26235,23.84,83.83,1,1,1,1,1,1
0,1,0,1,37,835000.0,2018,5,83294,15.8,121.3,1,1,1,1,1,1
0,0,0,1,24,635000.0,2019,5,102696,21.4,83.1,1,1,1,1,1,1
1,0,0,2,11,635000.0,2019,5,57206,22.54,88.76,1,1,1,1,1,1
1,0,0,2,102,300000.0,2013,5,120000,20.0,68.05,1,1,1,1,1,1
0,0,0,1,11,657000.0,2017,5,81829,18.6,81.83,1,1,1,1,1,1
0,0,0,2,0,390000.0,2014,5,54395,25.24,65.71,1,1,1,1,1,0
1,2,0,1,103,620000.0,2019,5,50000,24.7,69.0,1,1,1,1,1,1
0,2,0,2,117,465000.00000000006,2017,5,70000,17.0,73.75,1,1,1,1,1,1
0,0,0,1,11,590000.0,2015,5,36000,18.6,81.83,1,1,1,1,1,1
1,1,0,2,182,950000.0,2016,7,125000,12.08,161.0,1,1,1,1,1,1
1,2,1,2,111,1758500.0,2018,5,75000,17.9,136.0,1,1,1,1,1,1
1,2,1,1,17,1758500.0,2019,5,45007,16.1,191.76,1,1,1,1,1,1
0,2,0,1,155,490000.00000000006,2016,5,49617,19.5,88.76,1,1,1,1,1,1
0,2,0,1,163,620000.0,2016,5,57782,16.78,88.73,1,1,1,1,1,1
1,2,1,1,90,1758500.0,2015,5,38000,17.2,138.03,1,1,1,1,1,1
0,0,0,2,9,594000.0,2018,5,22066,18.7,88.7,1,1,1,1,1,1
0,0,0,1,11,536000.0,2016,5,65707,18.6,81.83,1,1,1,1,1,1
0,0,0,1,0,365000.0,2015,5,89488,23.1,67.04,1,1,1,1,1,1
0,0,1,2,60,544000.0,2017,5,88663,20.89,81.8,1,1,1,1,1,1
0,0,0,1,2,566000.0,2020,5,31679,23.84,83.83,1,1,1,1,1,1
0,0,0,1,8,420000.0,2013,5,68178,18.9,82.0,1,1,1,1,1,1
0,2,0,2,13,748000.0,2017,5,61279,17.8,117.3,1,1,1,1,1,1
0,2,0,1,155,880000.0000000001,2021,5,8963,18.6,88.76,1,1,1,1,1,0
0,2,0,1,84,616000.0,2018,5,80281,21.21,81.8,1,1,1,1,1,1
0,0,1,1,183,1758500.0,2014,5,21000,19.23,98.0,1,1,1,1,1,0
1,1,1,1,101,1758500.0,2016,5,55000,15.73,174.33,1,1,1,1,1,1
0,1,1,1,58,1758500.0,2019,5,58000,8.5,248.0,1,1,1,1,1,1
0,2,0,1,53,725000.0,2019,5,65224,16.09,103.2,1,1,1,1,1,1
0,0,0,1,41,275000.0,2010,5,120000,21.1,85.8,1,1,1,0,1,0
1,1,1,1,61,1758500.0,2019,5,42001,15.97,258.0,1,1,1,1,1,1
0,2,0,1,84,635000.0,2017,5,30316,19.0,85.8,0,0,0,0,0,0
1,2,1,3,17,1758500.0,2013,5,64000,13.0,204.0,1,1,1,1,1,0
1,2,1,1,46,1758500.0,2016,5,40000,9.0,181.0,1,1,1,1,1,1
0,0,0,1,14,509999.99999999994,2017,5,100526,22.38,88.5,1,1,1,1,1,0
0,0,0,1,14,817000.0,2021,5,17273,22.38,88.5,1,1,1,1,1,0
1,1,0,1,4,850000.0,2019,5,107737,23.65,88.5,1,1,1,1,1,1
0,1,0,2,1,539000.0,2016,5,111586,15.85,110.4,1,1,1,1,1,1
0,0,1,2,24,538000.0,2017,5,73369,21.4,83.1,1,1,1,1,1,1
0,0,0,1,93,235000.0,2012,5,63697,19.7,46.3,1,1,1,0,0,0
0,0,0,1,11,666000.0,2018,5,45224,18.6,81.83,1,1,1,1,1,1
1,0,0,2,102,210000.0,2010,5,110701,20.0,68.0,1,1,1,1,0,0
0,0,0,2,19,413000.0,2016,5,49124,20.51,67.04,1,1,1,1,1,1
0,0,0,2,45,300000.0,2009,5,64636,20.36,78.9,1,1,1,1,0,0
1,2,1,1,26,890000.0,2016,5,134000,17.68,174.33,1,1,1,1,1,1
0,0,0,1,184,140000.0,2002,4,20000,16.1,37.0,0,0,0,0,0,0
0,1,1,1,51,810000.0,2022,5,14118,19.03,71.01,1,1,1,1,1,0
1,1,1,1,164,1758500.0,2023,7,1200,0.0,0.0,1,1,1,1,1,0
0,1,1,2,1,725000.0,2018,5,36000,14.8,121.36,1,1,1,1,1,1
0,1,1,1,83,1755000.0,2023,5,10000,17.2,113.98,1,1,1,1,1,0
0,1,0,1,30,1050000.0,2019,5,50000,16.8,113.43,1,1,1,1,1,0
0,1,0,1,160,1000000.0,2021,5,30000,17.03,103.26,1,1,1,1,1,1
0,2,1,1,36,850000.0,2018,5,29000,14.84,103.2,1,1,1,1,1,1
0,0,0,2,11,508000.0,2015,5,55940,18.6,81.83,1,1,1,1,1,1
1,2,0,2,13,851000.0,2018,5,115915,25.6,97.9,1,1,1,1,1,1
0,0,1,1,34,625000.0,2023,5,1000,22.3,67.06,1,1,1,1,1,0
0,0,1,2,9,560000.0,2016,5,96184,19.0,88.7,1,1,1,1,1,1
0,0,0,1,45,335000.0,2014,5,87780,19.81,68.05,1,1,1,1,1,1
0,0,0,1,11,445000.0,2015,5,118921,18.6,81.83,1,1,1,1,1,1
1,1,0,2,1,830000.0000000001,2019,5,73834,23.0,98.96,1,1,1,1,1,1
1,1,1,1,133,1758500.0,2022,4,20000,0.0,0.0,1,1,1,1,0,0
0,0,0,1,24,630000.0,2016,5,38514,21.4,83.1,1,1,1,1,1,1
0,1,1,1,37,1320000.0,2020,5,40000,16.8,138.12,1,1,1,1,1,0
0,0,0,1,14,860000.0,2022,5,9000,22.38,88.5,1,1,1,1,1,0
0,1,0,1,37,766000.0,2017,5,50000,15.29,121.3,1,1,1,1,1,1
1,2,1,3,36,475000.0,2015,5,80000,21.66,103.52,1,1,1,1,1,1
0,0,0,2,8,390000.0,2014,5,82000,18.9,82.0,1,1,1,1,1,1
0,2,1,1,185,680000.0,2020,5,32947,20.1,81.86,1,1,1,1,1,0
1,1,0,1,164,1758500.0,2022,7,9000,0.0,0.0,1,1,1,1,1,0
0,2,0,1,64,855000.0000000001,2018,5,25000,17.0,121.3,1,1,1,1,1,1
0,3,0,1,179,1200000.0,2022,6,10000,19.01,103.2,1,1,1,1,1,1
0,2,0,1,154,1758500.0,2022,5,8413,18.72,147.52,1,1,1,1,1,0
0,0,0,1,11,614000.0,2016,5,34460,18.6,81.83,1,1,1,1,1,1
0,2,0,1,84,340000.0,2010,5,33886,17.5,85.8,1,1,1,1,1,0
0,0,0,2,74,558000.0,2016,5,57910,17.19,81.86,1,1,1,1,1,1
0,2,1,1,13,950000.0,2017,5,60000,18.3,119.35,1,1,1,1,1,0
0,0,0,1,14,710000.0,2021,5,48979,22.38,88.5,1,1,1,1,1,0
1,1,0,1,1,684000.0,2016,5,106165,22.77,98.59,1,1,1,1,1,1
0,0,0,1,98,309000.0,2018,5,91261,22.7,53.64,1,1,1,1,1,1
0,0,0,1,0,500000.0,2018,5,36711,21.63,67.05,1,1,1,1,1,1
0,2,1,1,186,1758500.0,2021,5,9000,15.3,254.79,1,1,1,1,1,1
0,0,0,1,34,360000.0,2018,5,49791,23.01,67.0,1,1,1,1,1,1
0,0,1,2,24,660000.0,2018,5,50000,21.4,83.1,1,1,1,1,1,1
0,2,0,1,117,500000.0,2017,5,60000,17.0,74.0,1,1,1,1,1,1
1,1,1,1,59,1758500.0,2017,7,70000,12.62,158.0,1,1,1,1,1,1
0,0,0,2,19,361000.0,2014,5,107158,20.51,67.04,1,1,1,1,1,1
0,0,0,1,8,549000.0,2019,5,90811,18.9,81.86,1,1,1,1,1,1
0,0,0,3,102,210000.0,2012,5,76454,15.6,70.0,1,1,1,1,0,0
0,0,0,1,14,704000.0,2021,5,57464,22.38,88.5,1,1,1,1,1,0
0,2,0,1,155,729000.0,2019,5,95072,19.5,88.76,1,1,1,1,1,1
0,2,1,1,13,700000.0,2014,5,51789,18.0,117.3,1,1,1,1,1,1
0,0,0,2,11,619000.0,2018,5,56028,18.6,81.83,1,1,1,1,1,1
0,0,0,1,128,621000.0,2020,5,36460,20.7,81.86,1,1,1,1,1,0
0,2,0,1,155,685000.0,2020,5,103249,19.5,88.76,1,1,1,1,1,1
0,2,0,1,13,950000.0,2021,5,45568,18.6,119.35,1,1,1,1,1,0
1,1,1,1,59,1758500.0,2017,7,130000,12.62,158.0,1,1,1,1,1,1
1,1,0,1,48,1758500.0,2021,6,60000,16.65,167.67,0,0,0,0,0,0
1,2,0,1,36,409999.99999999994,2013,5,100521,20.5,103.5,1,1,1,1,1,0
0,2,0,1,117,570000.0,2019,5,42709,19.44,75.0,1,1,1,1,1,1
1,2,0,3,97,225999.99999999997,2009,5,120000,15.0,105.0,1,1,1,1,1,0
0,2,1,1,25,1350000.0,2018,5,30000,14.62,149.92,1,1,1,1,1,1
0,0,0,1,8,365000.0,2014,5,104279,18.9,82.0,1,1,1,1,1,1
0,0,0,1,74,707000.0,2019,5,73321,17.19,81.86,1,1,1,1,1,1
0,0,0,1,16,520000.0,2018,5,34279,20.3,68.0,1,1,1,1,1,1
0,0,0,2,11,602000.0,2016,5,55040,18.6,81.83,1,1,1,1,1,1
1,2,1,2,64,1050000.0,2018,5,39000,22.0,126.2,1,1,1,1,1,1
1,0,0,2,11,546000.0,2014,5,104336,22.54,88.73,1,1,1,1,1,1
1,2,1,3,187,1758500.0,2019,5,45000,18.0,190.0,1,1,1,1,1,1
0,2,0,1,13,1188000.0,2021,5,69617,18.6,119.35,1,1,1,1,1,0
0,0,0,1,11,621000.0,2016,5,47429,18.6,81.83,1,1,1,1,1,1
0,0,0,1,14,515000.00000000006,2015,5,67000,21.21,81.8,1,1,1,1,1,1
0,0,0,1,42,600000.0,2016,5,80000,16.2,74.0,1,1,1,1,1,1
0,0,0,1,42,775000.0,2018,5,27000,18.78,75.0,1,1,1,1,1,1
1,1,0,2,1,645000.0,2016,5,56000,22.77,98.59,1,1,1,1,1,1
0,2,0,1,155,650000.0,2018,5,33379,18.6,88.76,1,1,1,1,1,0
1,2,0,1,7,700000.0,2017,5,80000,28.09,88.5,1,1,1,1,1,1
0,2,0,1,3,437000.0,2016,5,90000,19.1,82.0,1,1,1,1,1,1
0,2,0,1,3,459999.99999999994,2015,5,50197,19.1,82.0,1,1,1,1,1,1
0,1,0,3,1,566000.0,2017,5,61120,15.85,110.4,1,1,1,1,1,1
0,0,0,1,34,403000.0,2019,5,55415,23.01,67.0,1,1,1,1,1,1
1,1,1,1,188,1758500.0,2018,5,52000,16.38,177.0,1,1,1,1,1,1
0,0,0,1,9,517000.0,2015,5,48579,18.7,88.7,1,1,1,1,1,1
0,2,0,2,3,449000.0,2016,5,59532,19.1,82.0,1,1,1,1,1,1
0,2,0,2,13,455000.0,2014,5,200300,17.0,0.0,1,1,1,1,1,0
0,2,0,1,97,643000.0,2014,5,113231,14.69,120.3,1,1,1,1,1,1
1,1,0,2,122,705000.0,2018,7,106338,18.49,100.0,1,1,1,1,1,1
1,0,0,1,114,889000.0,2021,5,40629,23.64,88.77,1,1,1,1,1,0
